TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.10.790.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.246.160	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.20.19.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
2.60.40.1970	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
2.70.50.40	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.238.110	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
4.10.640.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.1380.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.40.50.850	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.20.1440.180	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.760.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.132.30	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.390.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.420.80	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.379.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.40.50.790	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.70.600	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.43.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.90.1420.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.10.140	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.4080.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.1670.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.20.20.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
2.70.50.30	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.40.50.10380	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.90.1170.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.40.630.60	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.20.1290.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
4.10.81.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.1490.140	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.10.20.360	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
4.10.320.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.1370.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.40.50.10260	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.10.290.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.70.60	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.40.50.1380	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
2.30.110.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
2.60.120.330	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
4.10.170.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.150.680	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.70.660	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.10.1280.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.40.1170.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.1490.120	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
1.20.120.770	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
4.10.91.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.1390.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
2.30.29.180	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.30.1490.40	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.90.850.10	-	0.999999999967602	-3.23980211012825e-11	3	0	0	366	8395
3.40.800.20	-	0.999999999969515	-3.04848684491788e-11	11	0	0	366	8395
3.30.1370.50	-	0.999999999969515	-3.04848684491788e-11	11	0	0	366	8395
3.10.390.10	-	0.999999999969515	-3.04848684491788e-11	11	0	0	366	8395
1.20.90.10	-	0.999999999969515	-3.04848684491788e-11	11	0	0	366	8395
3.40.50.800	-	0.999999999969515	-3.04848684491788e-11	11	0	0	366	8395
4.10.270.10	-	0.999999999969515	-3.04848684491788e-11	11	0	0	366	8395
2.60.40.690	-	0.999999999971276	-2.8724107883445e-11	9	0	0	366	8395
1.10.3080.10	-	0.999999999971276	-2.8724107883445e-11	9	0	0	366	8395
1.20.1540.10	-	0.999999999971276	-2.8724107883445e-11	9	0	0	366	8395
3.90.260.10	-	0.999999999971276	-2.8724107883445e-11	9	0	0	366	8395
2.30.40.10	-	0.999999999971276	-2.8724107883445e-11	9	0	0	366	8395
3.30.70.141	-	0.999999999971276	-2.8724107883445e-11	9	0	0	366	8395
1.10.12.10	-	0.999999999971276	-2.8724107883445e-11	9	0	0	366	8395
3.10.50.10	-	0.999999999971276	-2.8724107883445e-11	9	0	0	366	8395
1.10.3860.10	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.20.5.350	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
2.70.130.10	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.10.472.30	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
3.10.20.380	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.20.5.690	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.10.600.10	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.20.58.160	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
2.100.10.30	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
3.30.1360.120	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.10.10.790	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
2.70.98.20	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
3.40.1190.20	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
3.90.1290.10	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.10.287.660	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.10.10.440	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.10.3430.10	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
3.10.180.10	-	0.999999999979616	-2.03840513432043e-11	6	0	0	366	8395
1.20.120.180	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.20.1440.160	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.60.40.3180	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.420.210	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.20.1480.20	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.1660.20	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.30.30.920	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.40.50.261	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.60.120.780	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.10.275.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.90.370.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.40.130	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.102.10.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.20.5.30	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.40.80.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.25.40.320	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.40.37.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.1490.100	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.80.30.20	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.559.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.90.650.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.10.1580.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.90.280.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.10.3520.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.20.5.1010	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.740.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.60.120.310	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.20.58.120	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.20.20.120	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.40.225.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.10.800.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.90.1520.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.10.135.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.390.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.20.1270.220	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.60.120.820	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.10.274.30	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.20.70.30	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.40.50.12350	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.40.1350.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.20.930.20	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
2.60.120.230	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.210.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
1.20.5.120	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.1330.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.10.290.60	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.40.1280.10	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.30.420.110	-	0.999999999980876	-1.91243518019211e-11	4	0	0	366	8395
3.50.7.10	-	0.999999999983023	-1.69770003509593e-11	15	0	0	366	8395
2.30.30.30	-	0.999999999983023	-1.69770003509593e-11	15	0	0	366	8395
1.10.150.60	-	0.999999999983023	-1.69770003509593e-11	15	0	0	366	8395
1.10.1410.20	-	0.999999999983749	-1.62506956764615e-11	12	0	0	366	8395
3.40.47.10	-	0.999999999983749	-1.62506956764615e-11	12	0	0	366	8395
3.30.260.10	-	0.999999999983749	-1.62506956764615e-11	12	0	0	366	8395
1.20.930.10	-	0.999999999983749	-1.62506956764615e-11	12	0	0	366	8395
3.60.20.10	-	0.999999999984132	-1.58675187152465e-11	22	0	0	366	8395
3.30.1490.20	-	0.999999999984132	-1.58675187152465e-11	22	0	0	366	8395
3.40.50.10190	-	0.999999999984132	-1.58675187152465e-11	22	0	0	366	8395
3.30.1330.30	-	0.999999999984274	-1.57262600670986e-11	14	0	0	366	8395
2.60.40.420	-	0.999999999984274	-1.57262600670986e-11	14	0	0	366	8395
2.60.120.1490	-	0.999999999984274	-1.57262600670986e-11	14	0	0	366	8395
1.10.560.10	-	0.999999999984274	-1.57262600670986e-11	14	0	0	366	8395
1.10.150.220	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
2.160.20.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.30.1050.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.20.110.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.30.60.160	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
1.25.40.280	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
1.20.140.20	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.20.20.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.40.350.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
2.60.40.1260	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.40.1810.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
1.20.1270.50	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
2.60.40.1860	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.30.760.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
2.20.28.130	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
2.40.290.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
2.60.40.1700	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.20.90.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.30.1600.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.40.50.1110	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.40.532.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
2.160.20.70	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
4.10.1080.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.30.750.24	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
1.25.70.10	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
1.20.120.1110	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
2.60.40.1660	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
1.10.150.110	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
3.40.50.920	-	0.999999999984599	-1.54005323948685e-11	5	0	0	366	8395
1.50.40.10	-	0.999999999987179	-1.28206971387307e-11	52	0	0	366	8395
1.20.1050.80	-	0.999999999987671	-1.23290692076353e-11	10	0	0	366	8395
3.40.50.880	-	0.999999999987671	-1.23290692076353e-11	10	0	0	366	8395
3.10.320.10	-	0.999999999987671	-1.23290692076353e-11	10	0	0	366	8395
1.20.1260.10	-	0.999999999987671	-1.23290692076353e-11	10	0	0	366	8395
2.30.30.190	-	0.999999999987671	-1.23290692076353e-11	10	0	0	366	8395
1.20.1510.10	-	0.999999999987671	-1.23290692076353e-11	10	0	0	366	8395
3.30.310.10	-	0.999999999987671	-1.23290692076353e-11	10	0	0	366	8395
2.70.210.12	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.10.250	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.25.40.210	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.300.12	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.10.110.40	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1260.100	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.10.490	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.1030.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.199.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.366.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.50.30.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.40.150.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.390.60	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.1140.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.1300.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.246.60	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.910.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.9.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.30.22.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.260.70	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.720.150	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.418.40	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.15.30	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
4.10.1120.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.168.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.1490.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.720.110	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.40.240.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.40.1480	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
4.10.95.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.50.12190	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
4.10.760.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.1370.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.20.25.30	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.25.40.330	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.490.100	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.25.40.500	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.40.1490	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.1380.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.630.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.30.30.1020	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.449.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.1360.70	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.1380.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.2320.30	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.225.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.150.40	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
4.10.51.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.50.10420	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.30.90.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.70.20.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.2020.30	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.40.33.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.1180.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.50.1260	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.1450.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.470.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.170.150.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.50.10.100	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.10.540	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.620.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1050.40	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1690.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.10.520	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.58.200	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.58.610	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.20.20.105	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.1360.210	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.25.40.540	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.40.180	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.1180.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.455.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.58.150	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.20.70	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.150.780	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.10.310.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.50.12160	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1440.130	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.460.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.980.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.65.10.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.930.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.40.128.180	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.3370.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.1110.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.20.60.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.50.670	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
4.10.1170.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1250.60	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.40.10.230	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.950.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.1740.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.40.30.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.15.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.1060.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.70.380	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.132.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.58.400	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.1620.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1250.40	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.10.1410	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.429.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.960.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1250.70	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.360.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.228.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.25.40.190	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.40.1470	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.20.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.140.140	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.3630.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.10.660.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.3970.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.1460.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1300.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.70.3250	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.40.290.30	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.442.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.70.120	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.700.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.1020.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.50.1370	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.140.80	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.20.58.190	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.290.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.20.190.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.40.1150	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.40.2170	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.530.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.50.80.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.40.180.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.50.10540	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.40.210	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.268.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.10.500	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.1630.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.720.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.50.40.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.1560.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.30.50	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.260.30	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.10.20.710	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.40.2130	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.15.10.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.30.280.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.40.2160	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.10.260.40	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.10.1540	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.170.120.12	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.50.10050	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.200.30	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.1360.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.90.80.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.1160.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
