TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
3.10.20.70	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.170.11.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.40.1230.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
1.10.10.41	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.30.170.20	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
3.30.1550.10	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
2.60.120.470	-	0.999999999990149	-9.85089353838786e-12	2	0	0	366	8395
4.10.1110.10	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
3.90.215.10	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
1.10.101.10	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
1.10.490.10	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
3.90.110.10	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
1.20.120.1120	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
2.60.120.590	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
3.30.450.40	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
1.25.40.530	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
3.40.50.1910	-	0.999999999991952	-8.04792573186608e-12	8	0	0	366	8395
2.10.10.10	-	0.999999999992665	-7.33500971708252e-12	13	0	0	366	8395
3.10.20.30	-	0.999999999992665	-7.33500971708252e-12	13	0	0	366	8395
1.25.40.90	-	0.999999999992869	-7.1310442268865e-12	28	0	0	366	8395
4.10.900.10	-	0.999999999996305	-3.69549187510137e-12	30	0	0	366	8395
2.30.30.360	-	0.999999999997602	-2.39791565762654e-12	20	0	0	366	8395
1.20.1560.10	-	0.999999999997602	-2.39791565762654e-12	20	0	0	366	8395
2.10.50.30	-	0.999999999999065	-9.35062193500603e-13	135	0	0	366	8395
3.30.1330.20	-	0.9999999999994	-6.00328962267309e-13	17	0	0	366	8395
3.40.50.1240	-	0.9999999999994	-6.00328962267309e-13	17	0	0	366	8395
2.40.100.10	-	0.9999999999994	-6.00328962267309e-13	17	0	0	366	8395
3.60.15.10	-	0.9999999999994	-6.00328962267309e-13	17	0	0	366	8395
2.60.210.10	-	0.999999999999638	-3.62287446810712e-13	24	0	0	366	8395
2.110.10.10	-	0.999999999999638	-3.62287446810712e-13	24	0	0	366	8395
1.10.287.600	-	1.00000000000006	6.37992469292292e-14	19	0	0	366	8395
4.10.75.10	-	1.00000000000006	6.37992469292292e-14	19	0	0	366	8395
3.40.50.1440	-	1.00000000000006	6.37992469292292e-14	19	0	0	366	8395
1.20.920.10	-	1.00000000000091	9.09769556106679e-13	42	0	0	366	8395
2.40.15.10	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.30.920.20	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
1.10.1040.10	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
4.10.1040.10	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
1.10.510.50	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
1.20.140.30	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.30.1140.40	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
1.20.190.20	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.30.230.70	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
4.10.530.10	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
1.10.287.810	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.30.40.180	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
2.60.40.2440	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
1.10.720.40	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
2.60.40.630	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.30.70.850	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
1.10.532.10	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.80.20.20	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.90.520.10	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.10.260.20	-	1.0000000000029	2.90482172229139e-12	7	0	0	366	8395
3.40.720.10	-	1.00000000000562	5.61538332158394e-12	26	0	0	366	8395
3.30.230.10	-	1.00000000000603	6.02750402907599e-12	21	0	0	366	8395
1.20.120.1340	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.12100	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3350.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.110.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.150.170	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.10300	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.1860	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.50.740	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3450.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.350	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3200.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.2280.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.10240	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.120.900	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3560.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1440.230	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.30.770	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.160.380	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.287.990	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.5.600	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.11990	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.1010	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1440.170	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3500.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.572.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.460	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.1130	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.160.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.110.110	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1330.90	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.1760	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.58.1600	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.120.1130	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.56.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1700.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.870.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.93.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.150.250	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.70.40.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.370.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.10.20.80	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.30.280	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.460.80	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.420.140	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.950.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1760.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.40.120	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.11540	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1250.90	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.2570	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.120.420	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.170.260.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1190.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.50.20.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1330.210	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1440.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.20.28.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.170.210.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.120.150	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.750.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1740.100	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.287.1010	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1370.70	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.250	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.58.1470	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.49.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.30.210	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1440.200	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.1340	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1250.80	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.81.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.340.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.250.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.720	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.29.160	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.910.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1230.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1800.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.10.160.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.287.380	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.70.98.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.81.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.1170.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.1050.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.140.90	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.8.140	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.120.10.100	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.250.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1490.50	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.670.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.11.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.960.50	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.920.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.140.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.770.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.360.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1200.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.33.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.58.1280	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.280.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.20.25.660	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.287.440	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3290.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1320.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.150.190	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1410.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.10.20.500	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.10180	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1650.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.230.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.570	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.470.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.10580	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.20.20.210	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.640	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.120.1020	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.80	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1580.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.5.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.10.190	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.1030.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.60.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.70.98.110	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.8.1120	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.840	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.1440	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.110.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.8.1200	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.390.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.10900	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.287.190	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.2100	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.20.20.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1200.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.30.230	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.420	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1140.32	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.40.2300	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.287.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.1220	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.70.220.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.240	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.2410	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.730.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.109.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.5.260	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1440.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.140.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.310.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.5.210	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.980	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.20.28.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.29.220	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.820	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.720.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.55.10.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.430.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.418.60	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.15.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.60.140.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.5.270	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.270	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1000.50	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.10.620.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1220.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.120.1030	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.30.790	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.30.870	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.700.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1360.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.140.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.390	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.1050	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.418.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.940.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.170.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.190.140	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1090.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.12000	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.10.450.580	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1360.230	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.287.1090	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.30.70	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1470.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1610.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.10.300.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.200	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1060.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.2430	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.2170	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1360.140	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.860.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.120.680	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.910.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1620.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1030.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.40.380	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.3000	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.45.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.450.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.10.440.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.1170.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.1950	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.2030	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.190.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.970.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.120.360	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.680	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.490	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.550	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.150.210	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.970.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.31.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.960.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.1470	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.2380.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.940	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1120.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1320.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.40.30	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1780.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.20.160.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.520.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1100.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.40.780	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.960.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.410	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.1860.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.10.450.320	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.20.28.70	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.1260.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1960.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.58.2050	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.50.550	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3450.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.128.80	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1330.40	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.720.90	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1060.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.100.10.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.600.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1500.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1250.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.900	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1250.50	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.1680.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3330.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.1170	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.1760	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.940.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.130.10.110	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.1280.190	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.20.28.120	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.2260.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1080.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.479.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.870.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.20.20.380	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.40.500.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.150.300	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.10.196.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.58.880	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.160.680	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.20.25.190	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.2010	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.70.670	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.30.29.70	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.1740.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.870.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.50.7700	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.10.2700	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
4.10.230.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.3580.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.160.500	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.1170.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.150	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.20.58.1250	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.40.1010.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.90.930.12	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
2.60.34.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.950.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.25.40.200	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.8.100	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
3.30.479.20	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
1.10.1240.10	-	1.00000000000677	6.77170125529258e-12	1	0	0	366	8395
